Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28109210,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2004,3.5 [3.5-3.5],3.47351,3.47351,3.47351,,2022-02-09T16:32:35Z,2004,01-01-04,31-12-04
28109211,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2005,3.2 [3.2-3.2],3.21129,3.21129,3.21129,,2022-02-09T16:32:36Z,2005,01-01-05,31-12-05
28109212,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2006,2.0 [2.0-2.0],2.00367,2.00367,2.00367,,2022-02-09T16:32:36Z,2006,01-01-06,31-12-06
28109213,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2007,1.4 [1.4-1.4],1.40342,1.40342,1.40342,,2022-02-09T16:32:36Z,2007,01-01-07,31-12-07
28109214,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2008,1.8 [1.8-1.8],1.83581,1.83581,1.83581,,2022-02-09T16:32:36Z,2008,01-01-08,31-12-08
28109215,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2009,2.1 [2.1-2.1],2.07319,2.07319,2.07319,,2022-02-09T16:32:36Z,2009,01-01-09,31-12-09
28109216,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2010,1.2 [1.2-1.2],1.15215,1.15215,1.15215,,2022-02-09T16:32:36Z,2010,01-01-10,31-12-10
28109217,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2011,1.0 [1.0-1.0],1.04709,1.04709,1.04709,,2022-02-09T16:32:36Z,2011,01-01-11,31-12-11
28109218,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2012,1.0 [1.0-1.0],1.03206,1.03206,1.03206,,2022-02-09T16:32:36Z,2012,01-01-12,31-12-12
28109219,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2013,0.8 [0.8-0.8],0.84835,0.84835,0.84835,,2022-02-09T16:32:36Z,2013,01-01-13,31-12-13
28109220,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2014,0.3 [0.3-0.3],0.33482,0.33482,0.33482,,2022-02-09T16:32:36Z,2014,01-01-14,31-12-14
28109221,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2015,0.3 [0.3-0.3],0.33035,0.33035,0.33035,,2022-02-09T16:32:36Z,2015,01-01-15,31-12-15
28109222,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2016,0.2 [0.2-0.2],0.16295,0.16295,0.16295,,2022-02-09T16:32:36Z,2016,01-01-16,31-12-16
28109223,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2017,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2017,01-01-17,31-12-17
28109224,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2018,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2018,01-01-18,31-12-18
28109225,MALARIA_EST_MORTALITY,COUNTRY,MYS,YEAR,2019,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2019,01-01-19,31-12-19
28109226,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2000,234.5 [221.7-248.7],234.52356,221.65158,248.66514,,2022-02-09T16:32:36Z,2000,01-01-00,31-12-00
28109227,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2001,212.3 [200.8-225.1],212.27682,200.80529,225.141,,2022-02-09T16:32:36Z,2001,01-01-01,31-12-01
28109228,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2002,190.9 [180.5-202.4],190.86003,180.52164,202.44661,,2022-02-09T16:32:36Z,2002,01-01-02,31-12-02
28109229,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2003,181.7 [171.9-192.8],181.6954,171.86434,192.83668,,2022-02-09T16:32:36Z,2003,01-01-03,31-12-03
28109230,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2004,180.7 [170.6-192.1],180.71678,170.59477,192.13235,,2022-02-09T16:32:36Z,2004,01-01-04,31-12-04
28109231,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2005,181.9 [171.5-193.7],181.9497,171.5233,193.72222,,2022-02-09T16:32:36Z,2005,01-01-05,31-12-05
28109232,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2006,173.4 [163.1-185.1],173.43289,163.1325,185.0587,,2022-02-09T16:32:36Z,2006,01-01-06,31-12-06
28109233,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2007,156.1 [146.7-167.0],156.1079,146.6655,166.97872,,2022-02-09T16:32:36Z,2007,01-01-07,31-12-07
28109234,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2008,132.6 [124.3-142.1],132.56738,124.34108,142.13972,,2022-02-09T16:32:36Z,2008,01-01-08,31-12-08
28109235,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2009,118.3 [110.6-127.3],118.33547,110.55159,127.29893,,2022-02-09T16:32:36Z,2009,01-01-09,31-12-09
28109236,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2010,114.6 [106.7-123.5],114.56307,106.72885,123.50033,,2022-02-09T16:32:36Z,2010,01-01-10,31-12-10
28109237,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2011,127.0 [117.6-137.9],126.98367,117.60541,137.89598,,2022-02-09T16:32:36Z,2011,01-01-11,31-12-11
28109238,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2012,143.2 [131.5-156.5],143.24611,131.52468,156.48182,,2022-02-09T16:32:36Z,2012,01-01-12,31-12-12
28109239,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2013,148.5 [134.9-163.9],148.51804,134.93114,163.85556,,2022-02-09T16:32:36Z,2013,01-01-13,31-12-13
28109240,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2014,129.4 [116.3-144.2],129.37714,116.32058,144.19935,,2022-02-09T16:32:36Z,2014,01-01-14,31-12-14
28109241,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2015,97.5 [86.5-109.7],97.46673,86.4681,109.65795,,2022-02-09T16:32:36Z,2015,01-01-15,31-12-15
28109242,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2016,77.0 [67.6-87.7],76.98667,67.55175,87.65715,,2022-02-09T16:32:36Z,2016,01-01-16,31-12-16
28109243,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2017,78.2 [67.6-90.5],78.21232,67.60323,90.45815,,2022-02-09T16:32:36Z,2017,01-01-17,31-12-17
28109244,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2018,91.1 [77.3-107.8],91.09562,77.34663,107.82191,,2022-02-09T16:32:36Z,2018,01-01-18,31-12-18
28109245,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2019,89.1 [74.0-108.0],89.07813,74.02576,108.01188,,2022-02-09T16:32:36Z,2019,01-01-19,31-12-19
28109246,MALARIA_EST_MORTALITY,COUNTRY,MLI,YEAR,2020,95.4 [74.1-124.8],95.38373,74.11016,124.79486,,2022-02-09T16:32:36Z,2020,01-01-20,31-12-20
28109247,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2000,41.6 [39.5-43.9],41.59353,39.50244,43.91273,,2022-02-09T16:32:36Z,2000,01-01-00,31-12-00
28109248,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2001,42.6 [40.2-45.3],42.59169,40.22343,45.32999,,2022-02-09T16:32:36Z,2001,01-01-01,31-12-01
28109249,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2002,40.6 [38.3-43.4],40.63933,38.2996,43.44701,,2022-02-09T16:32:36Z,2002,01-01-02,31-12-02
28109250,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2003,40.4 [37.8-43.6],40.3899,37.83491,43.60989,,2022-02-09T16:32:36Z,2003,01-01-03,31-12-03
28109251,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2004,39.5 [36.7-43.0],39.49993,36.67607,42.9702,,2022-02-09T16:32:36Z,2004,01-01-04,31-12-04
28109252,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2005,39.0 [36.0-42.9],38.98554,35.97648,42.8874,,2022-02-09T16:32:36Z,2005,01-01-05,31-12-05
28109253,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2006,38.7 [35.3-43.0],38.65796,35.31595,42.99613,,2022-02-09T16:32:36Z,2006,01-01-06,31-12-06
28109254,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2007,37.8 [34.3-42.6],37.78284,34.28559,42.59157,,2022-02-09T16:32:36Z,2007,01-01-07,31-12-07
28109255,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2008,37.3 [33.7-42.7],37.34562,33.67476,42.68504,,2022-02-09T16:32:36Z,2008,01-01-08,31-12-08
28109256,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2009,37.2 [33.2-43.1],37.18975,33.18198,43.14247,,2022-02-09T16:32:36Z,2009,01-01-09,31-12-09
28109257,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2010,36.9 [32.5-43.4],36.91832,32.53964,43.35756,,2022-02-09T16:32:36Z,2010,01-01-10,31-12-10
28109258,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2011,36.6 [32.1-43.7],36.5971,32.06762,43.65531,,2022-02-09T16:32:36Z,2011,01-01-11,31-12-11
28109259,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2012,36.1 [31.4-43.6],36.07123,31.4308,43.62541,,2022-02-09T16:32:36Z,2012,01-01-12,31-12-12
28109260,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2013,35.6 [30.8-43.5],35.57305,30.75313,43.48399,,2022-02-09T16:32:36Z,2013,01-01-13,31-12-13
28109261,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2014,36.5 [31.1-45.6],36.45481,31.08708,45.58759,,2022-02-09T16:32:36Z,2014,01-01-14,31-12-14
28109262,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2015,36.4 [30.8-46.2],36.35416,30.76882,46.21501,,2022-02-09T16:32:36Z,2015,01-01-15,31-12-15
28109263,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2016,36.1 [30.4-46.3],36.05112,30.38286,46.30684,,2022-02-09T16:32:36Z,2016,01-01-16,31-12-16
28109264,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2017,35.9 [30.1-46.7],35.88956,30.05196,46.67803,,2022-02-09T16:32:36Z,2017,01-01-17,31-12-17
28109265,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2018,35.5 [29.7-46.7],35.54143,29.6822,46.69269,,2022-02-09T16:32:36Z,2018,01-01-18,31-12-18
28109266,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2019,35.1 [29.2-46.5],35.11061,29.23306,46.46797,,2022-02-09T16:32:36Z,2019,01-01-19,31-12-19
28109267,MALARIA_EST_MORTALITY,COUNTRY,MRT,YEAR,2020,36.2 [29.0-51.6],36.23921,29.01287,51.61668,,2022-02-09T16:32:36Z,2020,01-01-20,31-12-20
28109268,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2000,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2000,01-01-00,31-12-00
28109269,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2001,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2001,01-01-01,31-12-01
28109270,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2002,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2002,01-01-02,31-12-02
28109271,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2003,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2003,01-01-03,31-12-03
28109272,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2004,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2004,01-01-04,31-12-04
28109273,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2005,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2005,01-01-05,31-12-05
28109274,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2006,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2006,01-01-06,31-12-06
28109275,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2007,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2007,01-01-07,31-12-07
28109276,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2008,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2008,01-01-08,31-12-08
28109277,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2009,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2009,01-01-09,31-12-09
28109278,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2010,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2010,01-01-10,31-12-10
28109279,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2011,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2011,01-01-11,31-12-11
28109280,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2012,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2012,01-01-12,31-12-12
28109281,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2013,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2013,01-01-13,31-12-13
28109282,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2014,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2014,01-01-14,31-12-14
28109283,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2015,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2015,01-01-15,31-12-15
28109284,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2016,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2016,01-01-16,31-12-16
28109285,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2017,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2017,01-01-17,31-12-17
28109286,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2018,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2018,01-01-18,31-12-18
28109287,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2019,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2019,01-01-19,31-12-19
28109288,MALARIA_EST_MORTALITY,COUNTRY,MEX,YEAR,2020,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2020,01-01-20,31-12-20
28109289,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2005,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2005,01-01-05,31-12-05
28109290,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2006,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2006,01-01-06,31-12-06
28109291,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2007,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2007,01-01-07,31-12-07
28109292,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2008,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2008,01-01-08,31-12-08
28109293,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2009,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2009,01-01-09,31-12-09
28109294,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2010,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2010,01-01-10,31-12-10
28109295,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2012,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2012,01-01-12,31-12-12
28109296,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2013,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:36Z,2013,01-01-13,31-12-13
28109297,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2014,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:37Z,2014,01-01-14,31-12-14
28109298,MALARIA_EST_MORTALITY,COUNTRY,MAR,YEAR,2015,0.0 [0.0-0.0],0,0,0,,2022-02-09T16:32:37Z,2015,01-01-15,31-12-15
28109299,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2000,256.8 [239.2-276.0],256.78745,239.16655,275.98934,,2022-02-09T16:32:37Z,2000,01-01-00,31-12-00
28109300,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2001,250.0 [232.4-268.9],249.96866,232.39625,268.94049,,2022-02-09T16:32:37Z,2001,01-01-01,31-12-01
28109301,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2002,227.7 [211.5-245.6],227.7375,211.53626,245.57485,,2022-02-09T16:32:37Z,2002,01-01-02,31-12-02
28109302,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2003,203.0 [188.3-219.1],202.97865,188.31303,219.05663,,2022-02-09T16:32:37Z,2003,01-01-03,31-12-03
28109303,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2004,171.6 [159.0-185.3],171.55228,159.01093,185.31395,,2022-02-09T16:32:37Z,2004,01-01-04,31-12-04
28109304,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2005,145.7 [135.0-157.1],145.7017,134.96669,157.09068,,2022-02-09T16:32:37Z,2005,01-01-05,31-12-05
28109305,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2006,133.6 [123.6-144.3],133.64258,123.62354,144.26883,,2022-02-09T16:32:37Z,2006,01-01-06,31-12-06
28109306,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2007,124.7 [115.4-134.8],124.72017,115.36304,134.81092,,2022-02-09T16:32:37Z,2007,01-01-07,31-12-07
28109307,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2008,118.6 [109.7-128.4],118.59083,109.73389,128.42626,,2022-02-09T16:32:37Z,2008,01-01-08,31-12-08
28109308,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2009,115.6 [106.8-125.7],115.60308,106.83676,125.67113,,2022-02-09T16:32:37Z,2009,01-01-09,31-12-09
28109309,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2010,113.1 [103.6-123.7],113.06089,103.60965,123.73592,,2022-02-09T16:32:37Z,2010,01-01-10,31-12-10
28109310,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2011,106.3 [96.4-118.3],106.28217,96.37199,118.2554,,2022-02-09T16:32:37Z,2011,01-01-11,31-12-11
28109311,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2012,100.3 [89.0-113.7],100.25069,88.96871,113.72872,,2022-02-09T16:32:37Z,2012,01-01-12,31-12-12
28109312,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2013,98.6 [85.5-115.3],98.63951,85.54521,115.29013,,2022-02-09T16:32:37Z,2013,01-01-13,31-12-13
28109313,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2014,94.4 [80.0-113.6],94.40318,80.00379,113.55391,,2022-02-09T16:32:37Z,2014,01-01-14,31-12-14
28109314,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2015,88.5 [73.3-109.3],88.52525,73.25604,109.32632,,2022-02-09T16:32:37Z,2015,01-01-15,31-12-15
28109315,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2016,83.3 [67.4-106.3],83.31318,67.41986,106.2959,,2022-02-09T16:32:37Z,2016,01-01-16,31-12-16
28109316,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2017,75.5 [59.8-99.3],75.5349,59.7786,99.33363,,2022-02-09T16:32:37Z,2017,01-01-17,31-12-17
28109317,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2018,65.5 [50.6-88.9],65.50378,50.60007,88.85617,,2022-02-09T16:32:37Z,2018,01-01-18,31-12-18
28109318,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2019,63.2 [47.6-88.4],63.1923,47.59576,88.44435,,2022-02-09T16:32:37Z,2019,01-01-19,31-12-19
28109319,MALARIA_EST_MORTALITY,COUNTRY,MOZ,YEAR,2020,76.0 [51.4-122.8],76.03798,51.37323,122.80432,,2022-02-09T16:32:37Z,2020,01-01-20,31-12-20
28109320,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2000,9.9 [0.6-20.3],9.86815,0.56102,20.33715,,2022-02-09T16:32:37Z,2000,01-01-00,31-12-00
28109321,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2001,9.9 [0.5-20.5],9.87283,0.5479,20.54687,,2022-02-09T16:32:37Z,2001,01-01-01,31-12-01
28109322,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2002,9.9 [0.6-20.3],9.8692,0.55651,20.2632,,2022-02-09T16:32:37Z,2002,01-01-02,31-12-02
28109323,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2003,9.9 [0.6-20.2],9.86835,0.56181,20.2043,,2022-02-09T16:32:37Z,2003,01-01-03,31-12-03
28109324,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2004,9.9 [0.6-20.3],9.8704,0.557,20.33949,,2022-02-09T16:32:37Z,2004,01-01-04,31-12-04
28109325,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2005,9.9 [0.6-20.2],9.86819,0.57313,20.23082,,2022-02-09T16:32:37Z,2005,01-01-05,31-12-05
28109326,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2006,7.0 [0.4-14.9],6.95566,0.3851,14.88635,,2022-02-09T16:32:37Z,2006,01-01-06,31-12-06
28109327,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2007,8.7 [0.5-17.3],8.65113,0.50789,17.27873,,2022-02-09T16:32:37Z,2007,01-01-07,31-12-07
28109328,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2008,10.8 [0.6-21.4],10.84223,0.61581,21.39179,,2022-02-09T16:32:37Z,2008,01-01-08,31-12-08
28109329,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2009,10.1 [0.6-20.1],10.10766,0.57175,20.10164,,2022-02-09T16:32:37Z,2009,01-01-09,31-12-09
28109330,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2010,16.1 [0.6-34.6],16.10076,0.6176,34.56931,,2022-02-09T16:32:37Z,2010,01-01-10,31-12-10
28109331,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2011,10.6 [0.4-20.1],10.59028,0.42177,20.09327,,2022-02-09T16:32:37Z,2011,01-01-11,31-12-11
28109332,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2012,11.2 [0.7-22.7],11.15018,0.67319,22.7024,,2022-02-09T16:32:37Z,2012,01-01-12,31-12-12
28109333,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2013,3.8 [0.2-7.4],3.78789,0.23978,7.417,,2022-02-09T16:32:37Z,2013,01-01-13,31-12-13
28109334,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2014,2.3 [0.1-4.6],2.34281,0.14783,4.62134,,2022-02-09T16:32:37Z,2014,01-01-14,31-12-14
28109335,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2015,1.5 [0.1-2.7],1.53726,0.10844,2.70774,,2022-02-09T16:32:37Z,2015,01-01-15,31-12-15
28109336,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2016,0.9 [0.1-1.5],0.86787,0.06652,1.51719,,2022-02-09T16:32:37Z,2016,01-01-16,31-12-16
28109337,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2017,0.7 [0.0-1.2],0.65781,0.04721,1.1551,,2022-02-09T16:32:37Z,2017,01-01-17,31-12-17
28109338,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2018,0.5 [0.0-0.9],0.51304,0.0438,0.89165,,2022-02-09T16:32:37Z,2018,01-01-18,31-12-18
28109339,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2019,0.3 [0.0-0.5],0.31399,0.0342,0.53782,,2022-02-09T16:32:37Z,2019,01-01-19,31-12-19
28109340,MALARIA_EST_MORTALITY,COUNTRY,MMR,YEAR,2020,0.2 [0.0-0.4],0.23777,0.03706,0.40761,,2022-02-09T16:32:37Z,2020,01-01-20,31-12-20
28109341,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2000,14.0 [0.3-38.2],13.9703,0.28081,38.19018,,2022-02-09T16:32:37Z,2000,01-01-00,31-12-00
28109342,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2001,18.2 [0.4-44.4],18.16882,0.4145,44.35126,,2022-02-09T16:32:37Z,2001,01-01-01,31-12-01
28109343,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2002,12.2 [0.3-32.5],12.24787,0.27217,32.52831,,2022-02-09T16:32:37Z,2002,01-01-02,31-12-02
28109344,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2003,11.5 [0.2-31.7],11.53167,0.20113,31.71208,,2022-02-09T16:32:37Z,2003,01-01-03,31-12-03
28109345,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2004,17.8 [0.4-46.2],17.83042,0.39623,46.22867,,2022-02-09T16:32:37Z,2004,01-01-04,31-12-04
28109346,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2005,10.9 [0.3-27.3],10.85446,0.25999,27.29864,,2022-02-09T16:32:37Z,2005,01-01-05,31-12-05
28109347,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2006,11.1 [0.3-25.6],11.12011,0.25563,25.56347,,2022-02-09T16:32:37Z,2006,01-01-06,31-12-06
28109348,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2007,3.3 [0.0-10.2],3.26495,0,10.17316,,2022-02-09T16:32:37Z,2007,01-01-07,31-12-07
28109349,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2008,1.8 [0.0-6.7],1.84964,0,6.65872,,2022-02-09T16:32:37Z,2008,01-01-08,31-12-08
28109350,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2009,1.2 [0.0-5.0],1.21078,0,5.02475,,2022-02-09T16:32:37Z,2009,01-01-09,31-12-09
28109351,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2010,0.4 [0.0-1.2],0.35675,0,1.24862,,2022-02-09T16:32:37Z,2010,01-01-10,31-12-10
28109352,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2011,0.4 [0.0-0.9],0.40891,0,0.93465,,2022-02-09T16:32:37Z,2011,01-01-11,31-12-11
28109353,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2012,0.7 [0.0-2.0],0.74622,0,2.00906,,2022-02-09T16:32:37Z,2012,01-01-12,31-12-12
28109354,MALARIA_EST_MORTALITY,COUNTRY,NAM,YEAR,2013,1.1 [0.0-2.0],1.12813,0,2.03063,,2022-02-09T16:32:37Z,2013,01-01-13,31-12-13
