Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28124235,MALARIA_1STLINE_TREATED,COUNTRY,BLZ,YEAR,2020,0,0,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124236,MALARIA_1STLINE_TREATED,COUNTRY,GUY,YEAR,2020,2 841,2841,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124237,MALARIA_1STLINE_TREATED,COUNTRY,HND,YEAR,2018,651,651,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124238,MALARIA_1STLINE_TREATED,COUNTRY,HTI,YEAR,2018,8 296,8296,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124239,MALARIA_1STLINE_TREATED,COUNTRY,MEX,YEAR,2020,369,369,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124240,MALARIA_1STLINE_TREATED,COUNTRY,VEN,YEAR,2019,398 285,398285,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124241,MALARIA_1STLINE_TREATED,COUNTRY,DJI,YEAR,2018,24 883,24883,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124242,MALARIA_1STLINE_TREATED,COUNTRY,IRN,YEAR,2020,1 051,1051,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124243,MALARIA_1STLINE_TREATED,COUNTRY,SOM,YEAR,2019,38 112,38112,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124244,MALARIA_1STLINE_TREATED,COUNTRY,BGD,YEAR,2018,10 459,10459,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124245,MALARIA_1STLINE_TREATED,COUNTRY,BTN,YEAR,2020,54,54,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124246,MALARIA_1STLINE_TREATED,COUNTRY,IND,YEAR,2018,29 453,29453,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124247,MALARIA_1STLINE_TREATED,COUNTRY,MMR,YEAR,2018,53 056,53056,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124248,MALARIA_1STLINE_TREATED,COUNTRY,MMR,YEAR,2019,53 003,53003,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124249,MALARIA_1STLINE_TREATED,COUNTRY,NPL,YEAR,2019,710,710,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124250,MALARIA_1STLINE_TREATED,COUNTRY,NPL,YEAR,2020,430,430,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124251,MALARIA_1STLINE_TREATED,COUNTRY,TLS,YEAR,2018,8,8,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124252,MALARIA_1STLINE_TREATED,COUNTRY,TLS,YEAR,2019,9,9,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124253,MALARIA_1STLINE_TREATED,COUNTRY,KOR,YEAR,2020,386,386,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124254,MALARIA_1STLINE_TREATED,COUNTRY,PHL,YEAR,2018,4 559,4559,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18
28124255,MALARIA_1STLINE_TREATED,COUNTRY,PHL,YEAR,2019,5 435,5435,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124256,MALARIA_1STLINE_TREATED,COUNTRY,PNG,YEAR,2019,788 796,788796,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19
28124257,MALARIA_1STLINE_TREATED,COUNTRY,PNG,YEAR,2020,750 439,750439,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28124258,MALARIA_1STLINE_TREATED,COUNTRY,SLB,YEAR,2020,87 477,87477,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20
28127786,MALARIA_1STLINE_TREATED,COUNTRY,KEN,YEAR,2018,642 762 4,6427624.285,2022-02-28T10:57:30Z,2018,01-01-18,31-12-18
28127787,MALARIA_1STLINE_TREATED,COUNTRY,TGO,YEAR,2018,1 572 717,1572717.308,2022-02-28T10:57:30Z,2018,01-01-18,31-12-18
28127788,MALARIA_1STLINE_TREATED,COUNTRY,TGO,YEAR,2020,1 729 668,1729666.753,2022-02-28T10:57:30Z,2020,01-01-20,31-12-20
